emp_no,first_name,last_name,from_date,to_date,birth_date
225017,Goh,Bruckman,1993-11-10,9999-01-01,1954-01-07
225030,Leszek,Spell,1998-08-06,9999-01-01,1952-10-13
225033,Naraig,Camurati,1990-12-14,1995-12-14,1952-09-15
225033,Naraig,Camurati,1995-12-14,9999-01-01,1952-09-15
225037,Uzi,Karnin,1992-10-19,9999-01-01,1953-09-29
225037,Uzi,Karnin,1986-10-20,1992-10-19,1953-09-29
225059,Tuval,Vernadat,1995-12-12,9999-01-01,1952-06-17
225059,Tuval,Vernadat,1988-12-11,1995-12-12,1952-06-17
225085,Niclas,Mungall,1991-11-01,9999-01-01,1954-06-01
225085,Niclas,Mungall,1986-11-01,1991-11-01,1954-06-01
225105,Palash,Hempstead,1999-05-29,9999-01-01,1952-02-02
225105,Palash,Hempstead,1990-05-29,1999-05-29,1952-02-02
225116,Josyula,Uhrig,1994-12-01,9999-01-01,1953-01-23
225123,Makato,Gide,1986-01-14,9999-01-01,1952-08-19
225158,Siddarth,Shrader,1987-01-04,1995-01-04,1952-08-11
225158,Siddarth,Shrader,1995-01-04,9999-01-01,1952-08-11
225170,Kersti,Waschkowski,1987-04-24,1994-04-24,1952-02-14
225170,Kersti,Waschkowski,1994-04-24,9999-01-01,1952-02-14
225179,Domenick,Sridhar,1991-10-08,9999-01-01,1954-07-03
225185,Xuejia,Thiria,1992-10-19,9999-01-01,1955-07-16
225185,Xuejia,Thiria,1986-10-20,1992-10-19,1955-07-16
225186,Sachin,Lipner,1993-09-26,9999-01-01,1953-02-11
225186,Sachin,Lipner,1988-09-26,1993-09-26,1953-02-11
225188,Honglan,Malabarba,2001-06-29,9999-01-01,1954-08-04
225188,Honglan,Malabarba,1994-06-29,2001-06-29,1954-08-04
225198,Zhongwei,Plavsic,1986-01-25,9999-01-01,1955-08-20
225211,Barry,Krichel,1992-12-22,9999-01-01,1955-10-15
225211,Barry,Krichel,1985-12-22,1992-12-22,1955-10-15
225230,Berthier,Montresor,1995-04-15,9999-01-01,1952-05-02
225230,Berthier,Montresor,1986-04-15,1995-04-15,1952-05-02
225231,Ibibia,Marakhovsky,1987-02-22,1993-02-21,1955-11-26
225231,Ibibia,Marakhovsky,1993-02-21,9999-01-01,1955-11-26
225242,Ute,Weiland,1989-08-12,9999-01-01,1953-09-22
225253,Uinam,Swiss,1987-07-29,1992-07-28,1953-07-19
225253,Uinam,Swiss,1992-07-28,9999-01-01,1953-07-19
225254,Sanjoy,Tzvieli,1985-02-09,9999-01-01,1955-02-09
225255,Dharmaraja,Shumilov,1986-02-10,9999-01-01,1955-06-26
225277,Hercules,Harbusch,1998-05-12,9999-01-01,1952-05-30
225280,Perry,Miara,1991-02-27,9999-01-01,1953-11-29
225280,Perry,Miara,1986-02-27,1991-02-27,1953-11-29
225287,Ronnie,Decleir,1997-11-26,9999-01-01,1953-03-15
225290,Hidekazu,Vecchi,1986-09-08,1991-09-08,1954-01-09
225290,Hidekazu,Vecchi,1991-09-08,9999-01-01,1954-01-09
225301,Huican,Collavizza,1994-11-17,9999-01-01,1955-05-21
225301,Huican,Collavizza,1985-11-17,1994-11-17,1955-05-21
225306,Wonhee,Pagter,1985-07-02,1991-07-02,1952-08-26
225306,Wonhee,Pagter,1991-07-02,9999-01-01,1952-08-26
225307,Shiv,Angel,1987-11-19,1994-11-19,1954-09-08
225307,Shiv,Angel,1994-11-19,9999-01-01,1954-09-08
225313,Luisa,Eiron,1992-12-08,9999-01-01,1953-03-30
225315,Piyawadee,Choobineh,1995-03-26,2001-03-25,1952-03-08
225315,Piyawadee,Choobineh,2001-03-25,9999-01-01,1952-03-08
225323,Morrie,Sidhu,1985-02-24,9999-01-01,1955-01-18
225324,Quingbo,Oppitz,1991-08-19,1997-08-18,1955-12-29
225324,Quingbo,Oppitz,1997-08-18,9999-01-01,1955-12-29
225327,Vishwani,Kalloufi,1987-10-04,9999-01-01,1955-01-16
225349,Panayotis,Mahmud,1995-08-27,9999-01-01,1952-04-08
225349,Panayotis,Mahmud,1990-08-27,1995-08-27,1952-04-08
225357,Perry,Papastamatiou,1987-01-09,1996-01-09,1955-04-21
225357,Perry,Papastamatiou,1996-01-09,9999-01-01,1955-04-21
225363,Adamantios,Cullers,1986-01-05,9999-01-01,1955-08-21
225364,Souichi,Merle,1986-06-01,9999-01-01,1954-02-22
225373,Danel,Rodite,1989-03-06,1998-03-06,1953-11-07
225373,Danel,Rodite,1998-03-06,9999-01-01,1953-11-07
225426,Zhenbing,Ibel,1991-10-15,9999-01-01,1952-03-31
225426,Zhenbing,Ibel,1986-10-15,1991-10-15,1952-03-31
225439,Gian,Koblick,1999-01-08,9999-01-01,1954-03-01
225444,Masanao,Vural,1995-08-06,9999-01-01,1952-12-08
225446,Masako,Poupard,1997-05-15,9999-01-01,1953-04-13
225446,Masako,Poupard,1988-05-15,1997-05-15,1953-04-13
225450,Jiann,Famili,1985-07-27,1990-07-27,1952-08-14
225450,Jiann,Famili,1990-07-27,9999-01-01,1952-08-14
225453,Huan,Rothenberg,2000-01-20,9999-01-01,1952-11-09
225455,Eldridge,Papadias,1992-11-03,9999-01-01,1953-11-12
225463,Temple,Masada,1998-08-11,9999-01-01,1954-07-16
225464,Tetsurou,Vieth,2001-04-27,9999-01-01,1952-08-31
225464,Tetsurou,Vieth,1996-04-27,2001-04-27,1952-08-31
225468,Vasilii,Munawer,1987-03-04,9999-01-01,1952-07-05
225480,Sorina,Gimarc,1999-02-24,9999-01-01,1952-10-14
225480,Sorina,Gimarc,1993-02-24,1999-02-24,1952-10-14
225492,Guangming,Deville,1995-11-02,9999-01-01,1953-08-25
225492,Guangming,Deville,1988-11-01,1995-11-02,1953-08-25
225503,Kayoko,Kropf,1995-07-11,9999-01-01,1952-02-26
225509,Rajmohan,Leaver,2000-08-26,9999-01-01,1954-07-08
225509,Rajmohan,Leaver,1992-08-26,2000-08-26,1954-07-08
225515,Jenwei,Herber,1988-12-11,1997-12-11,1954-09-22
225515,Jenwei,Herber,1997-12-11,9999-01-01,1954-09-22
225518,Owen,Zyda,1995-09-03,9999-01-01,1953-05-25
225533,Feiyu,Oehlmann,1985-02-08,1990-02-08,1953-03-24
225533,Feiyu,Oehlmann,1990-02-08,9999-01-01,1953-03-24
225541,Baruch,Brodal,1994-06-10,9999-01-01,1955-04-17
225541,Baruch,Brodal,1987-06-10,1994-06-10,1955-04-17
225546,Marl,Albarhamtoshy,1991-09-03,9999-01-01,1955-01-23
225546,Marl,Albarhamtoshy,1986-09-03,1991-09-03,1955-01-23
225552,Sariel,Lalonde,1993-04-23,9999-01-01,1955-02-05
225552,Sariel,Lalonde,1985-04-23,1993-04-23,1955-02-05
225587,Chenyi,Orlowska,1997-12-25,9999-01-01,1952-08-05
225594,Mariusz,Emmerich,1990-09-04,1996-09-03,1954-02-08
225594,Mariusz,Emmerich,1996-09-03,9999-01-01,1954-02-08
225595,Marla,Rosti,1997-03-28,9999-01-01,1953-07-11
225606,Jixiang,Rosen,1998-06-03,9999-01-01,1953-07-30
225610,Vishv,Morris,1988-03-21,9999-01-01,1953-04-24
225613,Alenka,Markovitch,1992-12-28,9999-01-01,1953-03-29
225613,Alenka,Markovitch,1985-12-28,1992-12-28,1953-03-29
225615,Zhonghui,Clouatre,1997-12-21,9999-01-01,1955-03-10
225617,Tommaso,Pettit,1987-01-07,1992-01-07,1953-07-15
225617,Tommaso,Pettit,1992-01-07,9999-01-01,1953-07-15
225618,Shuho,Duclos,1987-03-08,9999-01-01,1955-08-15
225621,Erez,Hempstead,1994-10-02,9999-01-01,1955-09-19
225621,Erez,Hempstead,1989-10-02,1994-10-02,1955-09-19
225623,Arunas,Taubenfeld,1999-09-21,9999-01-01,1953-09-14
225628,Tze,Pokrovskii,1988-10-06,9999-01-01,1953-10-20
225630,Jiann,Levasseur,1992-03-30,9999-01-01,1954-06-22
225630,Jiann,Levasseur,1987-03-31,1992-03-30,1954-06-22
225650,Magy,McClure,1986-11-06,1993-11-06,1955-12-08
225650,Magy,McClure,1993-11-06,9999-01-01,1955-12-08
225652,Along,Seiwald,1985-08-22,1993-08-22,1954-11-13
225652,Along,Seiwald,1993-08-22,9999-01-01,1954-11-13
225654,Rosita,Riexinger,1989-05-01,1997-05-01,1954-04-10
225654,Rosita,Riexinger,1997-05-01,9999-01-01,1954-04-10
225655,Geoff,Pelz,1989-10-22,1994-10-22,1952-09-15
225655,Geoff,Pelz,1994-10-22,9999-01-01,1952-09-15
225658,Danai,Kakkar,1988-02-12,9999-01-01,1953-01-05
225661,Hairong,Baer,1985-06-21,1991-06-21,1954-12-09
225661,Hairong,Baer,1991-06-21,9999-01-01,1954-12-09
225681,Xinglin,Guerreiro,1991-11-10,9999-01-01,1953-12-20
225681,Xinglin,Guerreiro,1986-11-10,1991-11-10,1953-12-20
225699,Jaewoo,Menhoudj,1996-10-27,9999-01-01,1954-08-04
225699,Jaewoo,Menhoudj,1987-10-28,1996-10-27,1954-08-04
225709,Eirik,Validov,1998-11-29,9999-01-01,1954-06-05
225709,Eirik,Validov,1993-11-29,1998-11-29,1954-06-05
225711,Vasiliy,Steinauer,1995-11-19,9999-01-01,1954-05-14
225713,Jinxi,Maierhofer,1994-02-25,9999-01-01,1952-04-28
225713,Jinxi,Maierhofer,1986-02-25,1994-02-25,1952-04-28
225714,Gadiel,Dayang,1988-01-29,1996-01-29,1953-01-11
225714,Gadiel,Dayang,1996-01-29,9999-01-01,1953-01-11
225719,Kolar,Himler,1998-08-17,9999-01-01,1952-03-23
225719,Kolar,Himler,1992-08-17,1998-08-17,1952-03-23
225719,Kolar,Himler,1986-08-18,1992-08-17,1952-03-23
225747,Tadahiko,Tiemann,1986-01-16,9999-01-01,1953-05-25
225760,Subhrajyoti,Adachi,1998-09-09,9999-01-01,1953-07-26
225766,Lalit,Peyn,1999-10-04,9999-01-01,1954-02-08
225770,Visit,Khasidashvili,1994-03-29,9999-01-01,1955-05-12
225770,Visit,Khasidashvili,1985-03-29,1994-03-29,1955-05-12
225779,Suzette,Huhdanpaa,1988-06-30,9999-01-01,1955-11-05
225811,Takushi,Zallocco,1999-05-07,9999-01-01,1952-08-04
225811,Takushi,Zallocco,1991-05-07,1999-05-07,1952-08-04
225816,Bader,Jansen,1998-11-04,9999-01-01,1953-01-20
225818,Tomoyuki,Shihab,1997-11-09,9999-01-01,1955-06-12
225829,Takahito,Peak,1997-03-25,9999-01-01,1952-02-29
225840,Moti,Rodier,1992-06-19,9999-01-01,1954-09-10
225840,Moti,Rodier,1987-06-20,1992-06-19,1954-09-10
225843,Remco,Codenie,1988-12-22,9999-01-01,1954-10-22
225871,Ronghao,Kavraki,1995-10-29,9999-01-01,1952-02-04
225871,Ronghao,Kavraki,1988-10-29,1995-10-29,1952-02-04
225885,Mingzeng,Simmel,1997-02-09,9999-01-01,1954-06-11
225890,Alois,Oxenboll,1985-07-28,1992-07-28,1953-03-28
225890,Alois,Oxenboll,1992-07-28,9999-01-01,1953-03-28
225891,Mohd,Mondadori,1987-07-21,1995-07-21,1955-09-26
225891,Mohd,Mondadori,1995-07-21,9999-01-01,1955-09-26
225899,Pradeep,Penttonen,1985-06-22,9999-01-01,1955-08-22
225900,Tse,Roisin,1998-07-07,9999-01-01,1955-07-20
225902,Ayonca,Schusler,1999-04-13,9999-01-01,1952-10-18
225919,Christfried,Dayang,1985-05-29,1993-05-29,1953-08-19
225919,Christfried,Dayang,1993-05-29,9999-01-01,1953-08-19
225928,Kasturi,Huxford,1987-02-26,1995-02-26,1952-02-15
225928,Kasturi,Huxford,1995-02-26,9999-01-01,1952-02-15
225941,Alenka,Angelopoulos,1993-02-09,9999-01-01,1953-01-18
225941,Alenka,Angelopoulos,1985-02-09,1993-02-09,1953-01-18
225952,Venkatesan,Serre,1996-02-18,9999-01-01,1952-04-19
225952,Venkatesan,Serre,1991-02-18,1996-02-18,1952-04-19
225955,Radhia,Bernini,1994-08-15,9999-01-01,1954-01-10
225955,Radhia,Bernini,1988-08-15,1994-08-15,1954-01-10
225956,Mads,Parhami,1985-08-25,1992-08-25,1954-11-02
225956,Mads,Parhami,1992-08-25,9999-01-01,1954-11-02
225965,Dhritiman,Alpay,1995-06-27,9999-01-01,1955-12-13
225965,Dhritiman,Alpay,1987-06-27,1995-06-27,1955-12-13
225968,Domenico,Brickell,1985-02-10,1992-02-11,1955-01-29
225968,Domenico,Brickell,1992-02-11,9999-01-01,1955-01-29
225979,Malu,Hoogerwoord,1986-07-11,1994-07-11,1954-08-22
225979,Malu,Hoogerwoord,1994-07-11,9999-01-01,1954-08-22
225980,Luigi,Antonakopoulos,1988-01-06,1996-01-06,1953-10-13
225980,Luigi,Antonakopoulos,1996-01-06,9999-01-01,1953-10-13
225981,Niclas,Hopewell,1985-04-06,1993-04-06,1953-03-19
225981,Niclas,Hopewell,1993-04-06,9999-01-01,1953-03-19
225982,Susanta,Zaiane,1985-11-29,1994-11-29,1954-08-10
225982,Susanta,Zaiane,1994-11-29,9999-01-01,1954-08-10
225992,Sverrir,Zedlitz,1994-04-29,9999-01-01,1953-08-29
225995,Khoa,Gniady,1999-12-10,9999-01-01,1953-04-18
225995,Khoa,Gniady,1989-12-10,1994-12-10,1953-04-18
225995,Khoa,Gniady,1994-12-10,1999-12-10,1953-04-18
226012,Sahrah,Katalagarianos,1995-01-24,9999-01-01,1955-12-18
226012,Sahrah,Katalagarianos,1987-01-24,1995-01-24,1955-12-18
226017,Badri,Orlowski,1995-12-20,9999-01-01,1952-08-18
226017,Badri,Orlowski,1987-12-20,1995-12-20,1952-08-18
226019,Billie,Bellmore,1989-04-07,1997-04-07,1954-04-13
226019,Billie,Bellmore,1997-04-07,9999-01-01,1954-04-13
226032,Sadegh,Vernadat,2001-03-23,9999-01-01,1955-11-14
226032,Sadegh,Vernadat,1993-03-23,2001-03-23,1955-11-14
226067,Baruch,Benner,1995-06-29,9999-01-01,1954-09-02
226079,Naraig,Badache,1991-11-15,9999-01-01,1954-08-11
226079,Naraig,Badache,1985-11-15,1991-11-15,1954-08-11
226080,Fabrizio,Decleir,2002-01-07,9999-01-01,1954-02-05
226080,Fabrizio,Decleir,1996-01-08,2002-01-07,1954-02-05
226092,Chinho,Nyanchama,1985-06-03,1994-06-03,1954-07-10
226092,Chinho,Nyanchama,1994-06-03,9999-01-01,1954-07-10
226093,Werner,Iacovou,1986-06-15,1991-06-15,1953-10-30
226093,Werner,Iacovou,1991-06-15,9999-01-01,1953-10-30
226095,Unal,Kalsbeek,1988-08-22,1997-08-22,1952-09-25
226095,Unal,Kalsbeek,1997-08-22,9999-01-01,1952-09-25
226099,Malu,Chandrasekhar,1987-11-06,1995-11-06,1955-03-15
226099,Malu,Chandrasekhar,1995-11-06,9999-01-01,1955-03-15
226110,Shuji,Stasinski,1985-10-11,1991-10-11,1953-03-29
226110,Shuji,Stasinski,1991-10-11,9999-01-01,1953-03-29
226112,Susanna,Gomatam,1993-08-24,9999-01-01,1952-03-08
226112,Susanna,Gomatam,1985-08-24,1993-08-24,1952-03-08
226121,Vidar,Narahara,1988-06-28,9999-01-01,1953-09-11
226146,Shichao,Syrzycki,1995-01-10,9999-01-01,1952-05-19
226146,Shichao,Syrzycki,1986-01-10,1995-01-10,1952-05-19
226166,Selwyn,Mapelli,1997-05-12,9999-01-01,1954-12-01
226181,Maris,Sudbeck,1986-11-22,1992-11-21,1955-08-10
226181,Maris,Sudbeck,1992-11-21,9999-01-01,1955-08-10
226191,Toong,Jakobus,1996-07-01,9999-01-01,1953-04-08
226191,Toong,Jakobus,1987-07-02,1996-07-01,1953-04-08
226231,Heekeun,Raoux,1994-09-10,9999-01-01,1952-05-11
226231,Heekeun,Raoux,1985-09-10,1994-09-10,1952-05-11
226263,Rajmohan,Attimonelli,1998-08-14,9999-01-01,1954-09-09
226269,Collette,Zhiwei,1988-03-11,1997-03-11,1955-03-03
226269,Collette,Zhiwei,1997-03-11,9999-01-01,1955-03-03
226270,Uwe,Honiden,1997-05-28,9999-01-01,1955-03-17
226275,Alain,Katiyar,1994-07-08,2002-07-08,1954-09-11
226275,Alain,Katiyar,2002-07-08,9999-01-01,1954-09-11
226281,Doowon,Kragelund,1996-08-12,9999-01-01,1952-07-02
226281,Doowon,Kragelund,1988-08-12,1996-08-12,1952-07-02
226282,Emdad,Krzyzanowski,1986-11-27,1991-11-27,1954-09-15
226282,Emdad,Krzyzanowski,1991-11-27,9999-01-01,1954-09-15
226299,Reuven,McDermid,1987-02-16,1993-02-15,1952-10-01
226299,Reuven,McDermid,1993-02-15,9999-01-01,1952-10-01
226302,Danae,Braunmuhl,1985-07-19,9999-01-01,1955-04-27
226309,Youngkon,Portugali,2001-10-25,9999-01-01,1955-07-19
226309,Youngkon,Portugali,1993-10-25,2001-10-25,1955-07-19
226313,Aiichiro,Christ,1996-04-06,2001-04-06,1952-03-19
226313,Aiichiro,Christ,2001-04-06,9999-01-01,1952-03-19
226325,Leni,Avouris,1990-10-02,9999-01-01,1952-09-19
226367,Ung,Munro,1992-09-04,9999-01-01,1953-01-10
226367,Ung,Munro,1987-09-05,1992-09-04,1953-01-10
226369,Kensei,Heping,1998-08-12,9999-01-01,1953-01-31
226382,Moss,Khasidashvili,1985-02-06,1994-02-06,1953-03-18
226382,Moss,Khasidashvili,1994-02-06,9999-01-01,1953-03-18
226384,Hausi,Makinen,1997-07-29,9999-01-01,1955-10-09
226384,Hausi,Makinen,1988-07-29,1997-07-29,1955-10-09
226385,Xiaoshan,Broomell,1987-03-25,9999-01-01,1952-10-20
226398,Girolamo,Copas,1998-02-23,9999-01-01,1953-03-17
226410,Gio,Sifakis,1998-03-20,9999-01-01,1955-01-11
226410,Gio,Sifakis,1992-03-20,1998-03-20,1955-01-11
226424,Siddarth,Constantine,1993-07-03,9999-01-01,1955-07-30
226431,Alassane,Budinsky,1986-03-15,1995-03-15,1952-12-04
226431,Alassane,Budinsky,1995-03-15,9999-01-01,1952-12-04
226435,Radhika,Llado,1996-10-09,9999-01-01,1953-04-21
226435,Radhika,Llado,1988-10-09,1996-10-09,1953-04-21
226438,Subhada,Kambil,1992-06-30,9999-01-01,1952-09-23
226438,Subhada,Kambil,1986-07-01,1992-06-30,1952-09-23
226452,Patricio,Stellhorn,2000-12-04,9999-01-01,1952-11-14
226452,Patricio,Stellhorn,1995-12-05,2000-12-04,1952-11-14
226453,Saniya,Leonhardt,1998-10-11,9999-01-01,1954-02-13
226456,Phule,Kabayashi,1992-05-30,9999-01-01,1955-01-03
226456,Phule,Kabayashi,1985-05-30,1992-05-30,1955-01-03
226466,Atilio,Baek,1997-06-28,9999-01-01,1955-12-07
226466,Atilio,Baek,1988-06-28,1997-06-28,1955-12-07
226468,Mooi,Asmuth,1992-10-16,9999-01-01,1954-04-11
226468,Mooi,Asmuth,1986-10-17,1992-10-16,1954-04-11
226471,JoAnna,Stroustrup,1988-08-15,1994-08-15,1953-06-15
226471,JoAnna,Stroustrup,1994-08-15,9999-01-01,1953-06-15
226480,Leszek,Kusalik,1987-03-11,1993-03-10,1955-02-09
226480,Leszek,Kusalik,1993-03-10,9999-01-01,1955-02-09
226497,Ravishankar,Malinowski,1991-07-12,9999-01-01,1955-01-11
226526,Lobel,Fiutem,1990-12-13,1995-12-13,1954-12-04
226526,Lobel,Fiutem,1995-12-13,2000-12-12,1954-12-04
226526,Lobel,Fiutem,2000-12-12,9999-01-01,1954-12-04
226529,Padma,Lamparter,1987-02-02,1994-02-02,1953-07-17
226529,Padma,Lamparter,1994-02-02,9999-01-01,1953-07-17
226568,Deniz,Frezza,2002-07-10,9999-01-01,1952-03-07
226568,Deniz,Frezza,1995-07-10,2002-07-10,1952-03-07
226573,Nathan,Penn,2001-09-01,9999-01-01,1955-08-29
226573,Nathan,Penn,1996-09-01,2001-09-01,1955-08-29
226574,Hatem,Coors,1994-07-10,9999-01-01,1954-10-15
226574,Hatem,Coors,1987-07-10,1994-07-10,1954-10-15
226581,Baoqiu,Nannarelli,1995-11-30,9999-01-01,1952-09-27
226581,Baoqiu,Nannarelli,1987-11-30,1995-11-30,1952-09-27
226582,Reinhard,Serre,1988-08-25,1993-08-25,1954-01-08
226582,Reinhard,Serre,1993-08-25,9999-01-01,1954-01-08
226587,Serap,Mitina,1990-08-01,1999-08-01,1952-10-26
226587,Serap,Mitina,1999-08-01,9999-01-01,1952-10-26
226601,Faiza,Strehl,1986-04-26,1994-04-26,1955-05-05
226601,Faiza,Strehl,1994-04-26,9999-01-01,1955-05-05
226603,Spyrose,Pokrovskii,1987-07-22,1995-07-22,1953-08-12
226603,Spyrose,Pokrovskii,1995-07-22,9999-01-01,1953-08-12
226611,Kersti,Nourani,1986-09-29,9999-01-01,1955-10-10
226614,Valery,Fargier,1989-08-25,1997-08-25,1954-03-16
226614,Valery,Fargier,1997-08-25,9999-01-01,1954-03-16
226616,Zine,Unno,1988-06-11,1995-06-12,1953-04-04
226616,Zine,Unno,1995-06-12,9999-01-01,1953-04-04
226619,Masanao,Strandh,1990-11-12,9999-01-01,1954-11-18
226627,Hilari,Serdy,1995-07-20,9999-01-01,1955-08-28
226627,Hilari,Serdy,1987-07-20,1995-07-20,1955-08-28
226628,Nishit,Matteis,1993-02-22,9999-01-01,1954-11-09
226628,Nishit,Matteis,1987-02-23,1993-02-22,1954-11-09
226643,Hauke,Marshall,1996-07-16,9999-01-01,1952-12-26
226643,Hauke,Marshall,1988-07-16,1996-07-16,1952-12-26
226661,Kannan,Rosenbaum,1999-07-21,9999-01-01,1954-11-08
226661,Kannan,Rosenbaum,1990-07-21,1999-07-21,1954-11-08
226671,Mostafa,Coullard,1986-05-29,9999-01-01,1953-05-15
226681,Persi,Coullard,2000-01-10,9999-01-01,1954-06-02
226699,Zsolt,Bolsens,1998-01-07,9999-01-01,1955-12-30
226708,Bikash,Zedlitz,1991-11-29,9999-01-01,1955-09-30
226708,Bikash,Zedlitz,1986-11-29,1991-11-29,1955-09-30
226715,Paloma,Sullins,1986-07-26,1992-07-25,1954-04-28
226715,Paloma,Sullins,1992-07-25,9999-01-01,1954-04-28
226733,Taizo,Pezzoli,1987-03-08,1992-03-07,1955-08-18
226733,Taizo,Pezzoli,1992-03-07,9999-01-01,1955-08-18
226752,Rajmohan,Luit,1994-06-12,9999-01-01,1952-11-28
226752,Rajmohan,Luit,1989-06-12,1994-06-12,1952-11-28
226765,Ayakannu,Luby,1986-07-21,9999-01-01,1955-09-11
226772,Heping,Koshino,1987-01-02,1996-01-02,1954-05-07
226772,Heping,Koshino,1996-01-02,9999-01-01,1954-05-07
226774,Sumali,Remmers,1988-04-20,1995-04-21,1954-03-05
226774,Sumali,Remmers,1995-04-21,9999-01-01,1954-03-05
226782,Jaber,Beerel,1995-06-20,9999-01-01,1955-10-24
226782,Jaber,Beerel,1988-06-19,1995-06-20,1955-10-24
226792,Siamak,Shackel,1995-02-08,9999-01-01,1952-02-14
226796,Aksel,Baar,1993-10-21,9999-01-01,1952-11-22
226796,Aksel,Baar,1987-10-22,1993-10-21,1952-11-22
226801,Xuejia,Roohalamini,1995-04-27,9999-01-01,1955-03-14
226808,Giordano,Marchegay,1993-10-08,9999-01-01,1955-10-29
226808,Giordano,Marchegay,1987-10-09,1993-10-08,1955-10-29
226814,Zhenbing,Pollock,1995-10-31,9999-01-01,1952-02-19
226814,Zhenbing,Pollock,1987-10-31,1995-10-31,1952-02-19
226829,Godehard,Gihr,1992-08-02,1999-08-03,1954-04-11
226829,Godehard,Gihr,1999-08-03,9999-01-01,1954-04-11
226846,Ortrud,Carrere,1989-08-24,1996-08-24,1953-02-10
226846,Ortrud,Carrere,1996-08-24,9999-01-01,1953-02-10
226853,Wuxu,Bail,1994-08-24,2001-08-24,1955-08-24
226853,Wuxu,Bail,2001-08-24,9999-01-01,1955-08-24
226878,Abdulah,Furedi,1997-09-09,9999-01-01,1955-09-19
226884,Adam,Fortenbacher,1997-05-19,9999-01-01,1953-09-16
226886,Divine,Bojadziev,1995-07-27,9999-01-01,1955-10-04
226886,Divine,Bojadziev,1987-07-27,1995-07-27,1955-10-04
226896,Yurij,Akaboshi,1987-03-25,9999-01-01,1953-03-27
226899,Shigehito,Syrotiuk,1985-12-14,9999-01-01,1954-03-09
226905,Koldo,Barreiro,1986-08-21,1993-08-21,1952-03-05
226905,Koldo,Barreiro,1993-08-21,9999-01-01,1952-03-05
226910,Kristen,Rosay,1987-11-16,1992-11-15,1952-04-30
226910,Kristen,Rosay,1992-11-15,9999-01-01,1952-04-30
226919,Adamantios,Rehfuss,1986-09-19,9999-01-01,1955-11-07
226932,Gen,Bridgland,1987-11-21,1993-11-20,1953-09-30
226932,Gen,Bridgland,1993-11-20,9999-01-01,1953-09-30
226942,Satoru,Rattan,1986-07-22,9999-01-01,1954-12-25
226954,Shushma,Pietrzykowski,1999-10-16,9999-01-01,1952-03-05
226987,Arif,Delgrossi,2002-04-25,9999-01-01,1953-02-01
226987,Arif,Delgrossi,1995-04-25,2002-04-25,1953-02-01
226991,Maha,Schreiter,1991-06-07,9999-01-01,1953-06-14
226991,Maha,Schreiter,1985-06-07,1991-06-07,1953-06-14
226993,Thanasis,Peot,1996-01-06,9999-01-01,1954-11-24
227015,Rance,Trogemann,1988-04-27,9999-01-01,1952-09-17
227042,Gay,Templeman,1999-12-21,9999-01-01,1954-02-08
227048,Arco,Cincotta,1988-07-14,1997-07-14,1954-06-16
227048,Arco,Cincotta,1997-07-14,9999-01-01,1954-06-16
227059,Supot,Benzmuller,1997-12-23,9999-01-01,1952-09-26
227059,Supot,Benzmuller,1990-12-23,1997-12-23,1952-09-26
227069,Shigeichiro,Marshall,1985-02-26,9999-01-01,1955-06-01
227116,Steve,Teitelbaum,1988-06-28,1997-06-28,1955-10-05
227116,Steve,Teitelbaum,1997-06-28,9999-01-01,1955-10-05
227134,Mohamadou,Nollmann,1985-05-20,1993-05-20,1952-11-02
227134,Mohamadou,Nollmann,1993-05-20,9999-01-01,1952-11-02
227144,Anneli,Beeson,1996-10-02,9999-01-01,1954-05-30
227157,Perla,Swab,1992-07-19,1999-07-20,1952-04-07
227157,Perla,Swab,1999-07-20,9999-01-01,1952-04-07
227185,Lillian,Syang,1994-01-14,2002-01-14,1953-04-27
227185,Lillian,Syang,2002-01-14,9999-01-01,1953-04-27
227205,Leon,Demizu,1989-01-02,9999-01-01,1952-02-15
227212,Premsyl,Hartvigsen,1990-02-24,9999-01-01,1955-03-10
227212,Premsyl,Hartvigsen,1985-02-24,1990-02-24,1955-03-10
227235,Boutros,Zykh,1996-10-28,9999-01-01,1952-06-21
227239,Krisda,Showalter,1990-09-19,9999-01-01,1953-02-06
227239,Krisda,Showalter,1985-09-19,1990-09-19,1953-02-06
227249,Hideyuki,Erni,1988-02-21,1993-02-20,1955-02-18
227249,Hideyuki,Erni,1993-02-20,9999-01-01,1955-02-18
227250,Sadegh,Kusakabe,1999-08-24,9999-01-01,1953-02-22
227271,Yechiam,Osgood,1997-07-12,9999-01-01,1955-11-26
227271,Yechiam,Osgood,1988-07-12,1997-07-12,1955-11-26
227276,Nobuyoshi,Zultner,1985-06-14,9999-01-01,1952-04-17
227277,Pragnesh,Buescher,1988-12-29,9999-01-01,1955-09-16
227296,Oscal,Christ,1995-05-12,9999-01-01,1952-03-07
227296,Oscal,Christ,1988-05-11,1995-05-12,1952-03-07
227299,Kellyn,Millington,1988-06-18,9999-01-01,1955-10-22
227303,Rosalie,Mondadori,1986-11-18,1992-11-17,1954-05-11
227303,Rosalie,Mondadori,1992-11-17,9999-01-01,1954-05-11
227318,Claude,Benantar,1996-08-11,9999-01-01,1955-05-20
227318,Claude,Benantar,1988-08-11,1996-08-11,1955-05-20
227324,Arve,Cooley,1990-07-27,9999-01-01,1955-09-27
227324,Arve,Cooley,1985-07-27,1990-07-27,1955-09-27
