emp_no,first_name,last_name,to_date,salary
465460,Shawna,Meszaros,1995-09-10,78510
440380,Ashish,Magliocco,1991-08-05,52490
233610,Mabo,Litzler,9999-01-01,80097
74574,Kenroku,Morris,1996-08-25,80121
45099,Tua,Chiola,1992-06-07,46346
472426,Baocai,Markovitch,9999-01-01,49903
423625,Marc,Candan,9999-01-01,40000
253042,Mariangiola,Matzke,9999-01-01,59191
79906,Tomoyuki,Waterhouse,9999-01-01,53526
271942,Uta,Borstler,9999-01-01,49633
68808,Morrie,Beerel,9999-01-01,40000
402040,Morrie,Azadmanesh,9999-01-01,40000
17688,Faiza,Cincotta,9999-01-01,45880
457594,Ebru,Kermarrec,9999-01-01,48334
74672,Vishu,Genther,9999-01-01,40000
429431,Huiqun,Reutenauer,2001-05-08,40000
99161,Ramya,Heyers,9999-01-01,51933
449264,Martins,Serra,9999-01-01,74251
105365,Iara,Backhouse,9999-01-01,40000
449477,Jaroslava,Zykh,9999-01-01,40000
472429,Gully,Cyre,9999-01-01,40000
21926,Boguslaw,Aloisi,9999-01-01,73514
443510,Martial,Poupard,9999-01-01,40000
32796,Duke,Picaronny,1990-07-01,40000
244316,Khun,Kuszyk,1989-10-06,82344
206731,Phuoc,Ramras,9999-01-01,47835
228071,Taegyun,Laurillard,9999-01-01,74241
252604,Jayesh,Demos,1994-01-01,40000
78048,Jaewoo,Jumpertz,9999-01-01,73938
202243,Hidde,Lindenbaum,2000-11-29,60253
289782,Kazuyasu,Redmiles,9999-01-01,45387
291426,Geraldo,Cooman,9999-01-01,40000
85827,Basant,Schach,9999-01-01,55385
452553,Jagoda,Baalen,2001-12-10,62766
411896,Uma,Muhlberg,9999-01-01,40000
493262,Pintsang,Fiebach,1999-06-16,88825
239979,Radhia,Radwan,9999-01-01,54720
33129,Gen,Oehlmann,1997-12-11,56744
12395,Sanjit,Felder,9999-01-01,66909
460229,Aimee,Avouris,9999-01-01,74597
285564,Niteen,Schwartzbauer,1991-06-05,40000
21932,Shmuel,Grandbois,2002-02-28,51378
66937,Chenye,Heering,9999-01-01,53428
479061,DAIDA,Jullig,1995-05-01,66083
434272,Woody,Roccetti,9999-01-01,49289
261139,Candida,Peltason,1997-01-13,40000
20171,Kazuhira,Murtha,9999-01-01,57586
278332,Mototsugu,Baezner,9999-01-01,56905
47821,Raimond,Mitina,9999-01-01,45083
30209,Yannis,Aloisi,9999-01-01,89176
264813,Jeanna,Reutenauer,9999-01-01,40000
81937,Hironoby,Melichar,1998-04-06,66422
84809,Hironoby,Zobel,9999-01-01,40000
287976,Aria,Huttel,9999-01-01,40000
246839,Zhanqiu,Yoshimura,9999-01-01,52341
76909,Samphel,Luft,9999-01-01,40000
492615,Navid,Assaf,9999-01-01,40000
230825,Atilio,Stentiford,9999-01-01,40442
218713,Akeel,Glowinski,9999-01-01,75289
220395,Alassane,Halloran,1989-02-19,40000
243537,Jingling,Pardalos,9999-01-01,99271
227299,Kellyn,Millington,9999-01-01,40000
244273,Fei,Raoux,9999-01-01,40000
23317,Huican,Worfolk,2000-08-16,40000
276242,Nikolaus,Itzigehl,9999-01-01,40000
456180,Kazuhira,Lieberherr,2000-08-21,56198
44608,Sudhanshu,Herber,9999-01-01,61586
483319,Hirochika,Koprowski,9999-01-01,43208
218156,Breannda,DuBourdieux,1998-08-13,55910
453704,Alper,Murtafg,1991-05-20,43721
109052,Xianlong,McFarlin,9999-01-01,65126
408464,Leandro,Dalphin,9999-01-01,40000
209670,Lubomir,Sewelson,9999-01-01,71973
108307,Diederik,Suermann,9999-01-01,94766
407504,Shigehiro,Levasseur,1999-08-25,77833
494339,Uno,Danley,9999-01-01,40000
297916,Jacopo,Atchley,9999-01-01,58022
22720,Olivera,Gornas,9999-01-01,52448
220904,Kwee,Boudaillier,9999-01-01,40000
270299,Genta,Akazan,9999-01-01,40000
50983,Hironobu,Grandbois,9999-01-01,75039
484325,Yuping,Callaway,9999-01-01,58819
209356,Tesuro,Jansen,1992-07-20,66004
418815,Mads,Tanemo,9999-01-01,48130
59565,Angus,Taubenfeld,1989-07-20,40000
222420,Hailing,Jansch,1998-02-26,68439
413333,Martijn,Spell,9999-01-01,69328
50605,Jaihie,Crooks,9999-01-01,40862
66247,Aleksandar,Mitina,9999-01-01,40000
260902,Mandell,Raczkowsky,9999-01-01,57750
38740,Michaela,Matzat,9999-01-01,67013
486335,Teunis,Kushnir,9999-01-01,41368
211299,Jaber,Molberg,9999-01-01,67035
263822,Seongbin,Ananiadou,1994-06-04,42793
24985,Martins,Bottner,9999-01-01,73662
36251,Kenroku,Seiwald,9999-01-01,40000
425873,Visit,Conti,9999-01-01,52065
72116,Lalit,Quadeer,9999-01-01,40000
62157,Georg,Luan,2002-02-15,55000
471766,Tadanori,Miake,9999-01-01,56048
434017,Wuxu,Radivojevic,9999-01-01,40000
97208,Leif,Gelosh,9999-01-01,58419
407562,Bodh,Budinsky,9999-01-01,83691
264306,Xiaobin,Curless,2002-04-17,40000
468200,Munehiko,VanScheik,9999-01-01,49630
107570,Zine,Lueh,9999-01-01,40000
409139,Xuejia,Nourani,9999-01-01,40000
270849,Tamiya,Matzel,1999-03-31,73867
490368,Satosi,Debuse,1996-07-20,40000
83336,Ewing,Zongker,9999-01-01,67867
239462,Masadi,Iisaka,9999-01-01,40475
462539,Shin,Mikschl,9999-01-01,40000
260331,Niteen,Matteis,9999-01-01,67381
101509,Goncalo,Kilgore,1991-10-16,53217
425359,Jaideep,Marchegay,9999-01-01,69009
489410,Falguni,Ratnakar,9999-01-01,66310
290428,Supot,Flowers,9999-01-01,92505
499874,Dharmaraja,Range,2000-07-02,40000
288161,Kellyn,Luck,9999-01-01,76728
260305,Jiong,Gill,9999-01-01,40000
215249,Amalendu,Legleitner,1998-01-06,51376
14111,Leszek,Cummings,9999-01-01,52696
261897,Moss,Molberg,9999-01-01,49143
207960,Aron,Uludag,9999-01-01,76762
47146,Masato,Ramaiah,9999-01-01,60808
210373,Kazuyasu,Improta,2000-03-03,85225
20454,Nidapan,Gunderson,9999-01-01,40000
204594,Elvis,Onuegbe,9999-01-01,40000
455302,Yaghout,Deverell,9999-01-01,40000
219959,Tzu,Dymetman,9999-01-01,41963
447480,Maik,Leppanen,9999-01-01,40000
76331,Jaroslava,Delgrange,9999-01-01,71238
217201,Serif,Papadias,1993-07-14,78596
401465,Billur,Chinen,1992-04-17,49049
280062,Sashi,Condotta,9999-01-01,62979
400232,Mori,Merle,9999-01-01,40123
427798,Djenana,Mullainathan,9999-01-01,40000
482363,Lenore,Georg,9999-01-01,48289
33255,Alejandra,Straney,9999-01-01,46539
442114,Ibibia,Mandell,9999-01-01,60625
485746,Kristen,Katalagarianos,1987-04-09,40000
271497,Salvador,Bojadziev,9999-01-01,40000
410148,Alagu,Stanger,9999-01-01,55739
242601,Adhemar,Kumaresan,9999-01-01,53736
50739,Kiyomitsu,Guenter,9999-01-01,48998
463368,Kotesh,Irland,1994-12-23,40000
486638,Arnd,Luon,2001-11-05,56478
233687,Faiza,Veldwijk,1986-12-21,40000
58306,Rosalyn,Danecki,1995-03-24,48261
449246,Bilhanan,Kamber,9999-01-01,40000
426787,Gro,Katiyar,1987-03-15,40000
233434,Vivian,Kinley,9999-01-01,40000
269316,Bartek,Luby,9999-01-01,41795
95223,Torsten,Quittner,1999-06-22,40000
252543,Sachem,Boguraev,9999-01-01,81247
279338,Sreekrishna,Hiltgen,1994-02-04,68964
224791,Jenwei,Besancenot,9999-01-01,40000
490034,Fuqing,Lupu,2000-08-20,53518
209356,Tesuro,Jansen,9999-01-01,66004
99560,Maris,Calkin,1998-06-29,40000
26289,Baoqiu,Michaels,9999-01-01,44134
89300,Xiaoqiang,Schaar,9999-01-01,40000
264193,Gererd,Desikan,9999-01-01,79937
213631,Yongmin,Beilner,9999-01-01,69987
408591,Lorien,Pouyioutas,9999-01-01,45804
97275,Jiakeng,Kemmerer,9999-01-01,40000
104921,Kellie,Chandrasekhar,9999-01-01,47602
32445,Kristian,Angelopoulos,9999-01-01,43142
226765,Ayakannu,Luby,9999-01-01,72065
295221,Tomokazu,Hofting,9999-01-01,60752
482024,Byong,Hofting,9999-01-01,41339
295627,Richard,Borovoy,9999-01-01,88378
240787,Munenori,Farrel,1993-04-13,62850
284910,Uwe,Streng,9999-01-01,76468
412577,Rosita,Ullian,1996-09-30,60147
26442,Mingsen,Cromarty,1994-08-18,41663
41200,Huei,Leppanen,9999-01-01,40000
422296,Kazuhide,Birch,9999-01-01,58913
76488,Baruch,Sridhar,9999-01-01,50923
96907,Masamitsu,Hiraishi,9999-01-01,69766
417662,Tuval,Halloran,1990-10-21,64948
295906,Feiyu,Denny,9999-01-01,50327
403552,Gaetan,Selvestrel,9999-01-01,53232
240587,Zorica,Akazan,9999-01-01,74060
456641,Sastry,Georgatos,1994-08-30,40000
21037,Kensei,Casley,9999-01-01,40000
455336,Debaprosad,Hatcliff,9999-01-01,63056
212687,Tomoyuki,Brlek,9999-01-01,41918
293884,Zhenhua,Ebeling,9999-01-01,61335
477434,Stein,Matzke,9999-01-01,43445
203963,Kiyotoshi,Shrader,9999-01-01,53397
53426,Masadi,Azadmanesh,2000-07-27,81150
445330,Lijie,Mitina,9999-01-01,40000
62900,Gio,Alencar,9999-01-01,42772
38309,Shaibal,Papadias,9999-01-01,40000
444521,Lijie,Vecchi,9999-01-01,40000
264513,Kazuhira,Kugler,9999-01-01,57840
97797,Stein,DuBourdieux,1996-12-08,40000
413062,Jixiang,Grandbois,1997-09-29,64619
417545,Adhemar,Trystram,9999-01-01,40000
87139,Magy,Koblick,2001-08-27,40000
259956,Leszek,Angel,1992-05-02,40000
477534,Eckart,Assaf,9999-01-01,40154
74639,Heeju,Cooley,9999-01-01,43157
218445,Duro,Schaar,9999-01-01,69888
18994,Leszek,Mitsuhashi,9999-01-01,69135
423982,Hidde,Boissier,9999-01-01,42626
15369,Premal,Penttonen,9999-01-01,81954
452650,Qiwen,Farris,1989-12-22,40000
402670,Demos,Lorys,9999-01-01,40000
464924,Tayeb,Auyong,9999-01-01,61177
231874,Murthy,Peroz,9999-01-01,50943
465739,Wilmer,Verhaegen,9999-01-01,50886
450189,Rosli,Bail,1999-07-27,53846
266974,Rafael,Bellone,9999-01-01,58877
230426,Make,Riesenhuber,9999-01-01,40000
433973,Behnaam,Speek,1998-01-06,54308
458203,Monique,Fargier,9999-01-01,53352
428282,Yifei,Ranon,9999-01-01,93753
83337,Shuichi,Schrift,2002-02-13,47609
37970,Cathie,Woycyznski,9999-01-01,60997
283438,Heekeun,Nastansky,9999-01-01,67398
478356,Manu,Syrotiuk,9999-01-01,63128
38679,Zvonko,Bael,9999-01-01,40000
13535,Arunas,Schlenzig,9999-01-01,40000
235524,Jolita,Itzigehl,9999-01-01,90544
80997,Krister,Viele,2001-03-12,77892
273723,Basem,Llado,1991-02-19,40000
422511,Zijian,Zaumen,9999-01-01,80982
223565,Ymte,Waleschkowski,9999-01-01,40000
220795,Cedric,Holburn,9999-01-01,70856
97660,Mantis,Pramanik,9999-01-01,42397
103284,Guiseppe,Hofting,9999-01-01,40000
95835,Mori,Rajcani,9999-01-01,40134
264039,Oscar,Smeets,1993-06-09,55576
420822,Becky,Whitcomb,9999-01-01,55377
229970,Tse,Berendt,9999-01-01,75949
239886,Kellyn,Broomell,1994-03-08,40000
490718,Khun,Ambroszkiewicz,1999-03-09,41048
27939,Seongbae,Axelband,9999-01-01,44292
411660,Lansing,Serdy,1994-04-06,50368
434721,Djenana,Weedman,1999-01-07,53394
217322,Pascal,Munro,9999-01-01,40000
55982,Marco,Conde,9999-01-01,40000
408577,Ibibia,Schwabacher,9999-01-01,61930
60124,Kagan,Sichman,9999-01-01,60681
271384,Kwangho,Peron,9999-01-01,40000
42088,Zhiguo,Kalsbeek,2000-03-10,40000
212604,Hongzhu,McAffer,1995-11-30,49653
101787,Shunichi,Muhling,9999-01-01,48195
499681,Kazuhito,Heemskerk,9999-01-01,59379
32563,Gritta,Larfeldt,9999-01-01,40000
451230,Dipankar,Taubman,9999-01-01,53224
261136,Vishv,Joslin,9999-01-01,103702
213862,Parviz,Fairtlough,1997-07-23,43300
293008,Chiradeep,Shimshoni,2000-03-25,40000
100295,Huican,Schmiedel,9999-01-01,67515
441229,Nobuyoshi,Rosis,9999-01-01,72419
453593,Sham,Lally,9999-01-01,52063
44110,Duri,Kalloufi,9999-01-01,40000
484985,Fei,Gide,9999-01-01,49979
105391,Vidya,Peac,9999-01-01,40000
459365,Udo,Preusig,9999-01-01,40000
210205,Richard,Cronan,9999-01-01,74754
451007,Mingzeng,Jeong,9999-01-01,72783
483582,Kazuhito,Callaway,9999-01-01,59887
231994,Hideyuki,Hagimont,9999-01-01,61575
293583,Alejandro,Kaminger,9999-01-01,49661
219775,Sachio,Ranze,1990-10-14,50422
63519,Hidefumi,Setia,1991-04-25,45677
478126,Subir,Toyoshima,1988-12-09,40000
489113,Woody,Kriebel,2002-06-10,65025
219329,Holgard,Heiserman,9999-01-01,79250
494642,Yishai,Siksek,9999-01-01,57404
40463,Rafail,Tokunaga,9999-01-01,40000
227880,Muneo,Comyn,1998-07-17,57957
65173,Karlis,Binkley,9999-01-01,75674
234092,Mabry,Rusmann,9999-01-01,41062
97694,Girolamo,Cummings,9999-01-01,45942
243923,Owen,Akiyama,9999-01-01,40000
238804,Teunis,Oskamp,9999-01-01,40000
494906,Qingxiang,Bisiani,9999-01-01,40000
248377,Felicidad,Luks,9999-01-01,40000
433217,Ebbe,Valette,2000-05-31,40000
407398,Uwe,Azuma,9999-01-01,53557
469958,Mikhail,Orlowska,9999-01-01,55186
457126,Hongzue,Warwick,9999-01-01,69110
224219,Murthy,Knightly,9999-01-01,56833
69562,Tua,Haumacher,9999-01-01,48325
414608,Pranjal,Undy,9999-01-01,73018
27759,Subhada,Spelt,9999-01-01,40000
71424,Vishu,Kroha,9999-01-01,40000
278993,Monique,Peha,9999-01-01,40000
58395,Hisao,Apsitis,9999-01-01,41743
284927,Rafols,Ullian,2002-02-02,57668
219529,Takahira,Brender,9999-01-01,68483
33248,Lucian,Cronin,9999-01-01,40376
246428,Kwangjo,Velasco,9999-01-01,84867
485853,Uno,Chepyzhov,9999-01-01,41484
73875,Rafail,Duclos,2001-05-02,57532
281292,Dannz,Falco,1990-09-28,40478
292902,Shigenori,Woycyznski,9999-01-01,84319
89887,Zhonghui,Munro,9999-01-01,65556
430820,Tse,Snedden,9999-01-01,40000
279735,Ravishankar,Atrawala,9999-01-01,40000
433020,Adas,Rahimi,9999-01-01,40000
42870,Arch,Whittlesey,9999-01-01,40000
47084,Toshimori,Fortenbacher,9999-01-01,44471
491622,Remko,Stiles,9999-01-01,40000
26172,Sedat,Bahr,9999-01-01,51715
81981,Weicheng,Welham,9999-01-01,72635
48533,Mohammed,Uhrig,9999-01-01,40000
74339,Subbu,Buescher,2002-07-02,40000
221824,Parviz,Orsini,1995-10-01,42331
21402,Guadalupe,Gecsei,9999-01-01,40000
445316,Moni,Straney,9999-01-01,42350
409781,Luisa,Ariola,9999-01-01,75311
406376,Weiru,Schaaf,9999-01-01,55546
229092,Fumiya,Morrin,9999-01-01,40301
83018,Ohad,Kitsuregawa,9999-01-01,40000
421189,Hideyuki,Heering,9999-01-01,58008
93995,Saeed,Luon,9999-01-01,40000
105296,Conor,Peha,9999-01-01,78182
408517,Shen,Plump,9999-01-01,65890
400759,Navid,Merel,9999-01-01,53628
226563,Minghong,Tsukune,1995-10-19,57940
459691,Munenori,Brodal,9999-01-01,40000
497828,Lillian,Servi,1998-11-13,60942
464428,Evgueni,Hutton,2000-10-11,40000
496012,Takushi,Swan,1994-09-28,40596
109747,Tadahiko,Rullman,9999-01-01,61675
205026,Akeno,Kulisch,9999-01-01,59911
439511,Suzette,Cummings,9999-01-01,48717
275851,Panayotis,Glowinski,9999-01-01,40000
289114,Vidar,Gunderson,9999-01-01,52427
269466,Khalil,Baer,9999-01-01,40000
433888,Armond,Sommen,9999-01-01,40000
486828,Sachin,Molenkamp,9999-01-01,40000
428062,Shirish,Byoun,1995-05-19,50454
408470,Brendon,Schueller,9999-01-01,42615
273823,Kolar,Salinas,1989-04-26,57549
254070,Kenroku,Marwedel,1996-08-10,70055
400725,Conor,Wegerle,9999-01-01,44820
404382,Arch,Bardell,2000-11-27,47352
235006,Leon,Matzel,1991-03-07,75885
265790,Terresa,Lyonns,1998-07-02,40000
32054,Kersti,Bahk,1998-05-14,47349
498362,Pintsang,Benzmuller,9999-01-01,40000
274735,Noritoshi,Haldar,9999-01-01,63733
63295,Giao,Angiulli,1993-11-09,40000
102232,Roded,Kaiser,9999-01-01,44706
452931,Willard,Muhling,9999-01-01,46472
37644,Martina,Zweizig,9999-01-01,40000
482776,Kristin,Beilner,9999-01-01,87282
220901,Stevo,Zumaque,9999-01-01,60143
12638,Yuqun,Seiwald,9999-01-01,56677
92637,Adhemar,Denos,9999-01-01,57104
491412,Chuanyi,Pettit,9999-01-01,58725
59130,Mingsen,Baja,9999-01-01,41843
72897,Faiza,Leslie,9999-01-01,46015
454274,Masali,Bamford,9999-01-01,49785
16885,Ronghao,Stentiford,1997-08-01,72252
233539,Sumant,Rossi,9999-01-01,52167
26960,Zhenbing,Delgrossi,9999-01-01,40000
219100,Premsyl,Rosis,1991-11-10,40000
276344,Mana,Vieri,1999-10-25,40000
64084,Shao,Toyoshima,9999-01-01,47225
485997,Filipe,Parfitt,9999-01-01,45056
434924,Feiyu,Morton,2000-10-02,40000
423352,Shigehiro,Isard,9999-01-01,71433
491809,Yongqiao,Demir,1998-09-15,65693
424981,Naraig,Milicia,2001-07-01,40000
61961,Moni,Plesums,1994-01-09,40000
287608,Eberhardt,Picco,9999-01-01,40000
245540,Oscal,Bresenham,9999-01-01,40000
489581,Kazunori,Shiratori,9999-01-01,56167
94898,Kristof,Vandervoorde,9999-01-01,40849
90051,Venkatesan,Benzmuller,1992-11-27,45898
266415,Genki,Ventosa,1992-02-02,69797
231571,Lena,Broomell,9999-01-01,68233
25603,Kwangsub,Desikan,9999-01-01,62162
411962,Tooru,Murillo,9999-01-01,72868
16000,Marek,Demos,9999-01-01,40000
249521,Lunjin,Luan,1987-04-14,40000
250389,Zeydy,Ouhyoung,9999-01-01,47454
213947,Shir,Desikan,1995-05-23,55032
39812,Marit,Peres,2002-03-17,42858
210765,Yuguang,Leppanen,1999-01-04,59687
411719,Fumino,Sambasivam,9999-01-01,45626
426274,Valdiodio,Pillow,2001-07-15,59911
44240,Deniz,Famili,9999-01-01,44513
418799,Uzi,Kakkar,9999-01-01,80181
82571,Padma,Argence,9999-01-01,55947
45844,Patricia,Fetvedt,9999-01-01,40000
496020,Lene,Coombs,9999-01-01,58868
263143,Berhard,Baca,9999-01-01,51619
242285,Taiji,Comyn,2002-03-22,40000
240697,Rafail,Molenaar,9999-01-01,47858
426061,Mohan,Hutter,9999-01-01,57681
292340,Leucio,Openshaw,9999-01-01,40000
424090,Inderjeet,Holburn,9999-01-01,49218
271103,Berry,Shigei,9999-01-01,40000
208685,Lokesh,Morris,9999-01-01,75255
269911,Yakichi,Lienhardt,9999-01-01,55798
466063,Heon,Wendorf,9999-01-01,50990
12941,Tommaso,Perelgut,9999-01-01,67069
48233,Ugo,Simmel,1985-06-27,48877
235356,Uri,Hempstead,9999-01-01,40000
437806,Valdiodio,Benveniste,1998-12-19,92463
37792,Shem,Esteva,9999-01-01,57071
106555,Rosalyn,Gaughan,9999-01-01,72049
446243,Along,Schwartzbauer,9999-01-01,78091
29659,Adel,Pokrovskii,9999-01-01,45464
215349,Caolyn,Waymire,1995-04-08,40000
66225,Mayumi,Stifter,9999-01-01,61054
471036,Yishay,Muhlberg,9999-01-01,42673
210477,DeForest,Keirsey,9999-01-01,45640
81432,Hideyuki,Veldwijk,9999-01-01,76081
286542,Yechiam,Kadhim,1999-02-20,61860
23842,Genevieve,Birdsall,9999-01-01,40000
452837,Muzhong,Garnham,9999-01-01,40360
16471,Bogdan,Birta,9999-01-01,44976
426058,Kristin,Sifakis,9999-01-01,69947
292254,Hiroyasu,Lindqvist,9999-01-01,40000
93730,Aemilian,Noriega,9999-01-01,57937
98533,Tsvetan,Detkin,9999-01-01,64179
466935,Ymte,Kaiserswerth,1998-12-27,40000
451488,Kshitij,Shackel,9999-01-01,40000
206136,Malu,Morrow,1994-06-09,54423
284161,Kazuhide,Hiroyama,2000-09-06,60867
424220,Felicidad,Morrey,9999-01-01,40740
427924,Brendon,Msuda,1989-11-26,89262
208171,Martial,Demke,9999-01-01,40000
263793,Shay,Mikschl,1991-04-09,71407
30846,Nidapan,Montresor,9999-01-01,46544
218629,Ingmar,Perry,9999-01-01,40000
54837,Jordanka,Melton,9999-01-01,74315
93447,Gregory,Standera,9999-01-01,40000
471332,Terresa,Bolotov,9999-01-01,42703
71076,Huei,Rosca,9999-01-01,57052
297150,Sreenivas,Puppe,9999-01-01,48625
37075,Kwangjo,Zockler,9999-01-01,41657
37647,Rosalyn,Baalen,2002-01-16,48316
217078,Parviz,Huhdanpaa,9999-01-01,45432
260912,Arlette,Nations,1992-08-27,44197
222723,Shiv,Piveteau,1985-08-07,40000
416018,Fen,Aloia,1989-05-15,62768
14675,Teunis,Angel,9999-01-01,40000
437348,Deborah,Emden,9999-01-01,40000
457295,Janalee,Rusterholz,9999-01-01,62924
25350,Boriana,Sommer,9999-01-01,40000
22133,Annemarie,Bernardeschi,9999-01-01,40000
104911,Sanjai,Kruskal,9999-01-01,40000
430001,Lucien,Dalton,1999-03-01,40000
75584,Claude,Liedekerke,2001-10-26,40000
479153,Uma,Schmittgen,2002-03-13,43013
292598,Hiroyasu,Litecky,9999-01-01,49879
21078,Shaw,Bolotov,9999-01-01,54258
440901,Qiwen,Pintelas,9999-01-01,77698
53247,Rayond,Undy,9999-01-01,40000
65014,Geoffry,Narahara,9999-01-01,58200
471395,Rasikan,Eickenmeyer,9999-01-01,75448
210638,Xianlong,Bach,9999-01-01,45958
427660,Mayuko,Gils,1990-05-26,40000
207279,Hugo,Zultner,9999-01-01,40000
298020,Yuguang,Oxman,9999-01-01,52443
72298,Lenore,Glinert,9999-01-01,47705
413576,Susumu,Luce,9999-01-01,52898
260169,Lokesh,Codenie,2001-12-14,44695
32696,Luisa,Hofstetter,1996-09-02,54072
299565,Shunichi,Hinsberger,9999-01-01,40000
405010,Genevieve,Bierman,9999-01-01,42921
291765,Jeane,Beutelspacher,9999-01-01,40000
299725,Aamer,Holburn,9999-01-01,40231
255668,Lokesh,Pashtan,9999-01-01,59879
499580,Karsten,Perri,9999-01-01,57132
265903,Abdelkader,Angelov,9999-01-01,49831
460956,Gad,Vieri,9999-01-01,77261
247168,Taisook,Barriga,9999-01-01,47569
93682,Mari,Mukaidono,9999-01-01,40408
458971,Atreye,Godskesen,9999-01-01,52147
35550,Van,Hutton,2001-11-11,67201
284883,Pohua,Marrevee,9999-01-01,40000
18376,Wayne,Stranks,9999-01-01,50047
471904,Youssef,Brender,9999-01-01,69249
106465,Nidapan,Guting,9999-01-01,40000
489341,Bernd,Schmezko,9999-01-01,40000
41373,Mona,Veevers,9999-01-01,67890
10004,Chirstian,Koblick,9999-01-01,40054
444922,Jordanka,Naudin,9999-01-01,72782
54550,Rajmohan,Marciano,9999-01-01,59391
400141,Suebskul,Rassart,9999-01-01,46768
70964,Berhard,Seghrouchni,9999-01-01,40000
493294,Mong,Bamford,1992-09-25,47101
244787,Rosalyn,Talmor,9999-01-01,85669
400715,Shaw,Mellouli,9999-01-01,65777
96706,Yaghout,Iisaku,1994-09-08,40000
234015,Uwe,Hiltgen,1993-12-09,47278
486826,Utz,Erdi,9999-01-01,40000
491816,Yongdong,Krider,1994-07-08,40000
53192,Menkae,Savasere,1993-03-13,43096
231706,Achilleas,Pettey,9999-01-01,57246
241353,Randi,Jakobus,1999-09-08,40000
449369,Halsur,Litzler,9999-01-01,43277
218475,Doowon,Ranst,9999-01-01,40000
463041,Navid,Litecky,9999-01-01,64616
428933,Arup,Luke,2001-12-11,51829
465194,Yechiam,Aloia,9999-01-01,67722
294655,Ravishankar,Kakkar,9999-01-01,40000
260507,Foong,Lueh,2000-04-12,40000
16453,Goncalo,Basart,9999-01-01,47433
93422,Nathan,Stiles,9999-01-01,52497
466511,Ramya,Tagansky,9999-01-01,43641
40520,Danny,Gajiwala,9999-01-01,66529
19422,Florian,Budinsky,9999-01-01,48435
460473,Gregory,Aingworth,9999-01-01,56580
217833,DAIDA,Delgrossi,1998-01-03,40000
446890,Heekeun,Salverda,1988-03-26,40000
207860,Maja,Rodite,9999-01-01,45090
429010,Danco,Ramras,9999-01-01,59703
224216,Alper,Trumbly,1993-05-16,40000
30470,Siamak,Jayawardene,9999-01-01,63439
90857,Kish,Thisen,9999-01-01,75740
489880,Nevio,Pearson,9999-01-01,76897
266484,Dhritiman,Kakkar,2002-02-24,40000
253266,Perry,Luft,9999-01-01,53309
421076,Clyde,Gecseg,9999-01-01,46424
442317,Jiong,Junet,9999-01-01,40000
416579,Theron,Haddadi,2001-04-08,45321
18095,Tse,Puppe,1996-12-16,40000
251921,Fusako,Mellouli,9999-01-01,55264
475480,Kristen,Schieder,1997-03-18,47570
47438,Dayanand,Mandell,9999-01-01,84984
261615,Faiza,Nittel,9999-01-01,50486
71399,Kasturi,Rodier,9999-01-01,59780
432082,Mihalis,Rebaine,9999-01-01,40000
208084,Chikara,Masand,1992-09-23,50588
254412,Akhilish,Vrecion,9999-01-01,40000
403051,Owen,Erni,9999-01-01,40000
217528,Inderjeet,Lalonde,9999-01-01,40000
36266,Elvia,Fujisaki,9999-01-01,43701
484842,Mack,Conia,9999-01-01,48531
424248,Siamak,Markovitch,9999-01-01,70894
248000,Turgut,Thorensen,9999-01-01,40000
230378,Brigham,Babu,1991-07-27,56173
109561,Radhika,Makinen,9999-01-01,40000
445522,Zhaofang,Picht,2002-05-26,40274
35667,Hyuckchul,Srimani,1992-04-23,40000
219757,Gita,Emmerich,9999-01-01,40000
297971,Tran,Peac,9999-01-01,50756
262701,Sajjad,Melton,1996-10-21,40000
90428,Niranjan,Braunschweig,9999-01-01,87870
254454,Uinam,Ponthieu,9999-01-01,69829
235136,Parto,Azuma,9999-01-01,43315
412303,Sanjai,Kusakari,9999-01-01,88490
270052,Sanjay,Serna,9999-01-01,49519
83792,Otmar,Nishimukai,9999-01-01,40000
296267,Shawna,Seghrouchni,9999-01-01,49316
94164,Frazer,Naumovich,1987-01-12,59615
207976,Gritta,Champarnaud,9999-01-01,46868
232184,Persi,Weiland,9999-01-01,40000
262027,Georg,Schauser,9999-01-01,59202
261960,Xinyu,Mahnke,9999-01-01,49578
464050,Shan,Bratten,9999-01-01,57980
444136,Qunsheng,Straney,9999-01-01,63338
27325,Kauko,Baer,9999-01-01,40000
48811,Subhada,Zlotek,9999-01-01,56929
33522,Gift,Barinka,1995-01-18,40000
206972,Francoise,Hegner,1993-10-11,74641
70237,Quingbo,Badache,1992-06-01,48642
84629,Heon,Kaltofen,9999-01-01,45380
473113,Toshimitsu,Angelov,9999-01-01,65883
269672,Xiaoheng,Masaki,1992-11-04,40000
256823,Divier,Bolsens,9999-01-01,40000
492685,Sashi,Ginesta,9999-01-01,50753
25225,Abdelaziz,Vrecion,9999-01-01,63803
224251,Kensei,Juneja,9999-01-01,58573
95460,Bedir,Oskamp,9999-01-01,40000
239146,Duke,Kakkad,9999-01-01,65736
91280,Surveyors,Conte,1994-03-14,65095
48436,Yakkov,Lanteri,1993-02-14,75851
65974,Fayez,Schicker,1994-07-30,64809
263824,Yolla,Constantine,9999-01-01,40000
78328,Berto,Gruenwald,9999-01-01,40000
216250,Jaana,Zweizig,9999-01-01,75580
211470,Domenico,Lorcy,9999-01-01,44921
435720,Shahaf,Rijsenbrij,9999-01-01,40000
